id,shape,color,cut,clarity,polish,symmetry,florescence
1284,0,6,2,2,2,2,4
59414,0,4,2,2,2,2,4
96604,0,4,1,1,2,2,1
84731,4,3,0,1,2,1,2
13175,0,3,1,4,2,1,4
93969,8,3,0,1,0,0,4
35531,0,0,2,2,2,2,3
54485,0,4,2,1,2,2,4
22966,0,1,1,3,2,2,2
89712,0,1,1,0,2,1,3
102092,0,5,2,2,2,1,3
61358,0,4,2,4,2,2,4
84694,0,3,2,3,2,2,4
1125,0,2,2,1,2,2,3
112056,0,2,2,4,2,2,4
30079,0,6,2,4,1,2,4
44449,0,4,2,5,2,2,4
17362,0,4,2,2,2,2,4
5568,0,1,1,2,2,1,3
49466,0,2,1,1,2,1,4
7526,0,4,2,3,2,2,3
48491,0,1,2,1,2,2,2
76165,0,6,2,0,2,2,4
82049,3,1,0,4,2,1,4
49515,0,4,1,1,1,1,4
14415,0,4,2,1,2,2,3
51575,0,4,2,1,2,2,4
16445,0,4,1,5,2,1,4
105170,0,4,1,4,2,1,4
96346,7,4,1,1,2,2,3
46911,0,4,2,0,2,2,3
49410,0,6,2,2,2,2,2
29287,0,3,2,3,2,2,4
25569,0,6,2,3,2,2,3
24785,0,2,2,1,2,2,4
53491,7,6,1,5,1,0,2
25233,0,6,2,4,2,1,4
9097,0,1,2,3,2,2,4
106801,0,3,2,3,2,2,4
22956,0,6,2,5,2,1,3
105757,3,6,1,4,2,2,4
77085,0,1,1,3,2,1,4
81751,0,5,1,4,2,2,2
67830,0,6,2,0,2,2,2
51894,0,2,2,3,2,2,3
40999,8,3,1,3,2,1,4
82659,7,3,1,2,1,1,4
74968,8,6,1,0,1,1,4
34257,0,1,2,1,2,2,4
4990,0,2,2,5,2,2,4
13477,0,5,2,0,2,2,4
84364,8,4,1,4,2,1,2
89154,0,6,2,5,2,1,4
14000,0,3,2,6,2,2,4
82608,4,2,0,0,1,1,3
59501,0,0,1,4,2,1,4
15984,0,4,2,1,2,2,4
84128,0,3,2,4,2,2,4
1497,9,4,1,2,2,1,4
69266,7,4,1,1,2,0,4
114212,5,0,1,1,2,2,2
49391,0,6,2,5,2,2,3
95166,0,2,2,0,2,1,4
15585,0,1,0,3,2,2,4
37061,0,4,1,1,2,2,4
3307,0,4,1,1,2,2,4
82908,1,5,1,1,2,2,4
93966,0,3,2,0,1,1,3
1247,0,6,2,5,2,2,4
69595,4,4,0,4,2,1,4
57133,0,4,2,3,2,2,3
34445,0,6,1,1,2,2,4
114728,0,3,2,3,2,2,4
48420,0,0,2,3,2,2,4
27114,0,3,2,2,2,1,4
40490,0,1,2,0,2,2,4
12606,8,0,1,1,2,1,4
75116,0,5,1,2,2,2,4
71902,0,1,2,0,2,2,4
63022,0,3,0,2,2,1,1
97295,0,0,2,1,2,2,4
31739,0,2,2,1,2,2,4
67455,0,3,1,3,2,2,3
5156,0,3,0,2,1,1,4
93705,0,2,2,4,2,1,4
80084,0,3,2,5,2,2,4
60484,0,4,2,2,2,2,4
55416,1,4,1,4,1,1,4
7310,0,3,1,0,0,1,4
13981,8,5,3,5,2,1,4
114044,0,0,2,6,2,2,4
13178,0,4,1,0,1,1,4
91225,0,6,2,5,2,2,4
58109,0,3,2,2,2,2,4
36271,6,6,1,3,2,1,3
60455,0,4,1,0,1,1,4
34496,0,2,2,2,2,2,4
17468,0,5,2,1,2,2,4
44028,0,6,2,2,2,2,4
4608,0,2,2,1,2,2,4
75614,0,6,2,4,2,2,4
49716,0,3,2,3,2,2,4
34276,0,5,2,5,1,2,3
69770,4,4,1,2,2,1,4
34461,0,4,1,2,2,1,3
52866,0,3,1,0,1,1,4
774,0,4,2,0,1,2,2
51648,8,3,3,3,2,1,4
92495,1,3,0,1,2,1,3
100419,0,3,2,2,2,2,1
70384,0,6,1,2,2,2,3
101664,7,6,1,2,1,0,2
93022,2,6,1,2,2,1,3
71911,0,4,2,2,2,2,4
92909,0,4,0,2,2,1,2
24547,0,4,2,5,2,2,3
44167,0,6,1,2,2,2,2
30912,0,5,1,1,2,1,4
72495,0,4,2,5,2,2,3
84746,0,6,1,2,2,2,4
28537,0,6,2,4,2,1,4
32193,0,6,2,2,2,2,3
104642,0,5,1,4,1,1,2
99251,0,0,2,4,2,2,3
12962,0,3,2,1,2,2,4
97715,3,4,1,4,2,2,4
93121,0,6,2,5,2,2,4
44632,0,0,2,2,2,2,4
64660,0,3,1,1,2,1,4
10221,0,3,1,2,2,2,4
96790,0,3,2,0,2,2,4
95548,0,6,1,1,2,1,1
47270,0,6,2,4,2,2,4
40301,0,2,1,3,2,1,4
103077,0,1,2,1,2,2,3
50311,0,5,2,2,2,2,4
114437,1,2,1,3,2,2,4
88687,0,4,2,0,2,1,4
41966,7,3,0,2,1,0,4
12346,0,4,2,1,1,1,4
28757,0,3,2,5,2,2,4
32578,0,2,2,4,1,1,4
111789,0,0,0,0,2,2,4
106416,0,4,2,3,2,2,3
92582,0,4,2,2,2,2,4
85146,0,6,1,2,0,1,4
62068,8,3,0,2,0,0,4
36019,1,6,1,5,1,1,4
41731,0,3,2,5,2,2,1
107608,2,4,1,4,2,2,4
18565,0,6,2,5,2,2,3
68684,7,5,1,1,1,0,4
102465,0,2,2,5,2,2,4
25520,0,5,2,0,2,2,4
18551,0,0,1,3,2,1,4
100846,0,3,2,2,2,2,1
79395,0,6,2,1,2,2,4
6323,0,1,1,3,2,1,3
65547,0,3,2,4,2,2,4
60308,0,4,2,2,2,2,4
50306,0,1,1,5,2,1,4
57120,0,6,0,4,1,1,3
109455,0,1,1,5,2,2,1
11034,0,1,2,2,2,2,2
85424,0,2,2,0,2,2,3
6833,0,5,1,2,2,2,2
32089,0,2,2,1,2,2,4
110128,4,3,0,0,2,1,4
105787,0,3,2,5,2,2,1
20358,0,4,2,6,2,2,3
3887,0,3,0,0,1,1,4
69812,4,0,0,3,1,1,4
85486,4,6,0,4,2,1,4
43259,0,6,2,2,2,2,4
48786,7,0,1,0,2,0,3
73884,7,4,1,1,1,0,4
86934,7,3,1,0,2,0,4
517,0,0,2,2,2,2,3
79439,0,4,1,1,1,1,4
19291,3,4,1,3,2,0,4
4716,0,0,2,5,2,1,3
108788,8,6,1,1,2,1,4
66598,0,2,0,2,1,1,4
101389,0,4,2,1,1,1,4
8908,7,4,1,0,1,0,4
69309,4,3,1,2,2,1,4
40474,0,3,2,3,2,2,3
18625,0,4,2,2,2,2,4
84945,2,4,1,3,2,2,4
36801,7,3,1,1,2,0,4
6637,0,0,2,4,2,2,2
77751,0,6,2,2,2,2,4
53142,1,6,1,3,1,1,4
15208,0,2,2,3,2,1,2
72959,0,6,2,5,2,2,4
3691,0,3,2,0,2,2,4
31927,8,6,0,3,1,1,4
39557,7,3,1,4,2,1,4
94597,0,1,2,0,2,2,4
64409,0,3,1,3,2,2,4
104222,0,5,2,2,2,2,3
71057,0,5,2,4,2,2,3
104281,1,0,0,3,2,1,4
82087,0,6,1,3,2,2,4
37464,0,0,0,5,1,1,4
96441,2,2,1,6,2,2,4
59247,0,5,2,2,1,2,4
66001,4,1,0,1,2,2,4
11331,0,5,1,2,2,0,4
70200,0,6,2,4,2,2,3
18552,0,5,2,3,2,2,2
60905,0,6,1,5,2,1,4
71,0,4,2,4,2,1,4
111194,0,1,1,0,2,2,3
103430,0,3,2,2,2,2,3
19167,0,6,0,6,2,1,4
95042,0,4,1,3,2,1,4
67579,0,5,2,3,2,2,4
18259,0,4,2,5,2,2,3
81828,0,2,1,0,2,2,4
21886,0,2,2,5,2,2,2
67114,0,2,2,3,2,2,4
96697,0,3,0,2,0,0,3
49217,1,5,1,2,0,0,3
50467,0,2,2,1,2,2,4
42639,2,5,1,3,1,1,4
19516,0,4,2,3,1,2,4
12393,0,4,1,4,2,2,3
4741,0,2,2,0,2,2,3
25682,0,6,2,5,2,2,3
33417,4,4,1,2,2,1,4
68545,0,5,2,4,2,2,1
110382,8,4,0,4,2,1,1
64709,0,3,2,1,2,2,3
11255,0,6,1,2,2,2,4
101496,0,1,2,5,2,2,4
42762,0,6,2,4,2,2,2
108797,0,6,2,4,2,2,4
50065,2,5,1,0,1,1,4
109,0,4,2,4,1,1,3
92057,9,1,1,1,2,1,4
92384,3,4,1,2,2,1,4
94394,0,4,2,0,2,2,3
110719,0,0,2,4,2,2,4
99584,0,4,2,1,1,1,4
15648,0,1,2,2,2,2,4
13925,0,6,1,4,2,2,4
107220,0,3,2,5,2,2,4
54988,1,2,1,1,2,1,3
87678,0,1,1,1,2,1,4
44807,0,1,1,1,2,2,4
87247,8,1,1,1,2,1,4
110992,0,6,2,4,2,2,3
37363,0,3,1,0,2,2,4
115548,0,4,3,3,2,2,4
20335,0,3,2,1,2,2,4
61149,0,3,2,5,2,2,4
89639,8,3,1,3,2,2,4
44309,0,5,2,5,1,2,4
52959,0,1,2,2,2,2,4
38616,0,2,2,1,2,2,3
52929,0,2,2,2,2,2,4
69900,0,3,0,2,1,1,4
73727,0,6,2,2,2,1,4
41858,0,6,2,3,1,2,4
58665,0,4,2,3,2,2,4
94433,5,5,1,1,1,2,4
41987,1,5,1,4,2,1,3
59719,0,4,2,3,2,2,2
87925,4,2,1,2,2,1,3
34891,0,2,2,6,1,2,4
52674,0,5,2,2,2,2,2
89150,0,3,1,1,2,2,4
10882,0,5,2,1,1,1,4
64029,0,4,2,2,2,2,4
87486,0,0,2,4,2,2,4
97737,8,4,1,3,1,1,4
78518,0,6,1,2,2,1,2
4273,0,1,2,1,2,2,4
66738,0,6,2,2,2,2,4
101205,0,2,2,2,2,2,2
70576,9,2,1,3,1,1,4
108999,0,3,2,5,2,2,4
46453,2,4,1,3,2,1,4
59808,0,1,2,3,2,2,4
114613,0,1,2,2,2,2,3
93309,8,1,1,4,2,2,4
40392,0,6,2,1,2,2,4
57803,0,6,2,6,2,2,4
101792,0,3,2,1,2,2,4
108421,0,3,2,1,2,2,4
6031,0,6,1,2,2,2,4
17037,0,0,2,1,2,2,4
91695,0,5,2,1,2,2,4
33787,8,5,1,2,2,1,3
62447,0,5,2,1,1,2,3
73599,8,5,1,5,2,1,4
92695,7,6,1,6,2,1,4
98759,0,3,2,1,2,1,2
82831,4,6,0,1,2,2,3
30126,0,5,2,2,2,2,4
59551,7,4,0,3,1,1,3
90809,0,5,2,0,2,2,4
59256,2,6,1,2,1,1,2
101535,0,0,2,3,2,2,4
1287,0,1,2,0,2,2,4
69524,0,4,1,0,2,2,4
33240,0,4,2,4,2,2,2
97460,0,6,0,1,0,1,4
728,0,0,2,3,2,2,3
110455,0,6,2,2,2,2,4
84593,8,4,0,1,2,1,4
34224,1,6,1,0,1,0,4
73146,0,6,2,0,2,2,3
87543,8,2,1,0,2,1,4
72088,0,3,2,3,2,2,3
66751,0,6,0,1,2,1,4
49098,0,1,2,3,2,1,4
34035,8,1,1,4,2,1,4
101016,0,1,2,5,2,2,4
102588,0,6,0,5,2,1,2
54206,0,2,2,0,2,2,4
5891,0,1,1,3,2,1,4
104164,0,4,2,1,2,2,4
103284,9,5,1,4,2,1,4
111636,0,1,2,4,2,1,2
91711,0,4,2,4,2,2,3
71674,0,1,3,2,2,2,4
65555,0,2,2,1,2,2,2
11760,1,1,1,0,2,1,3
42203,1,3,1,5,1,1,4
114736,0,6,2,5,2,2,3
102889,6,4,1,0,2,2,1
102890,2,1,0,3,1,0,4
114442,7,2,0,0,2,0,4
17687,0,3,2,4,2,2,4
87971,7,6,1,1,2,1,4
79830,0,3,1,4,2,1,4
81713,8,4,3,3,2,1,4
39464,1,1,1,6,2,1,4
2719,0,2,2,6,2,2,4
21576,0,4,2,5,2,1,4
90509,8,3,1,4,2,2,4
25617,0,4,2,6,1,2,4
12365,0,4,2,1,2,2,4
19942,0,4,2,3,2,2,3
53994,8,5,0,0,2,0,4
56127,0,2,0,2,1,0,4
88579,8,1,1,1,2,1,4
78794,0,6,2,5,2,2,4
78454,2,5,1,5,1,1,4
40595,0,2,2,5,2,2,4
60093,0,5,2,4,2,2,3
54350,0,3,2,0,2,2,3
51545,0,3,1,4,2,2,4
88711,2,4,1,4,1,0,4
64173,8,2,1,0,2,1,4
54616,0,5,1,1,2,2,4
102098,0,1,2,3,2,2,4
86899,0,4,2,2,2,2,1
30924,0,1,2,2,2,2,3
39298,1,2,0,3,1,1,4
6810,0,4,2,2,2,1,4
39986,0,4,2,2,2,2,3
112074,0,2,2,2,2,2,4
54118,9,3,1,4,1,1,4
85837,3,2,1,5,2,2,3
109316,0,2,3,2,2,2,4
64918,7,4,1,0,2,1,4
52597,0,3,2,1,1,1,4
73456,0,4,2,4,2,2,4
60223,0,5,2,2,2,2,4
91944,0,2,2,2,2,2,2
8060,0,0,1,2,2,1,4
71634,0,5,1,1,1,2,1
24579,0,5,2,1,2,2,4
20029,0,4,2,2,2,2,4
87399,0,2,1,1,2,1,3
23639,0,5,2,1,2,2,4
4131,0,5,1,1,2,1,4
61176,7,2,1,1,1,0,4
27862,0,6,2,4,2,2,4
67199,0,6,1,3,1,2,2
50893,0,1,2,2,2,2,4
77875,0,4,2,6,2,2,4
113444,0,4,1,1,2,1,4
67728,0,6,2,3,2,1,4
65604,0,2,2,1,2,2,1
59744,0,5,2,2,2,2,4
46983,0,0,2,3,2,2,4
72687,0,0,2,2,2,2,4
36760,0,3,2,5,2,2,2
42482,0,4,2,3,2,2,4
50049,0,3,1,3,2,2,2
990,0,5,1,0,2,1,4
67197,0,2,2,5,2,2,3
18535,0,4,2,1,2,2,4
63524,0,2,0,1,1,1,4
20307,0,6,2,3,2,1,4
13372,0,6,1,2,2,2,4
92722,6,2,1,3,2,2,4
23300,8,6,1,2,2,0,4
31648,7,6,0,0,2,1,4
110716,0,3,2,5,2,2,4
109028,4,4,1,6,2,1,4
34749,0,0,2,2,2,2,4
22817,0,4,2,4,2,2,4
69052,0,0,2,3,2,2,4
24976,0,4,2,4,2,2,4
43331,0,6,1,5,2,1,4
33302,0,3,2,6,2,2,4
86786,8,4,1,0,2,0,4
65772,7,5,1,1,1,1,2
114504,7,3,1,5,2,0,2
39801,0,5,2,5,2,2,4
4856,0,3,2,0,2,2,4
106850,0,2,2,0,2,2,3
114046,0,6,2,4,2,2,4
71655,1,5,1,1,2,1,3
109799,0,4,2,4,2,2,4
106448,0,1,3,3,2,2,4
21493,0,3,2,0,2,1,4
86056,0,4,2,2,2,1,4
63401,0,5,2,2,2,2,4
25503,0,4,2,3,1,2,4
33148,0,4,2,2,2,2,3
40176,0,4,2,3,1,1,4
33847,1,1,1,2,2,1,4
60008,0,3,2,4,2,2,4
36167,2,3,1,2,1,0,4
75238,0,5,2,4,2,2,4
108313,0,1,2,1,2,2,4
100985,7,0,0,0,2,1,2
59191,0,3,2,4,2,2,4
76348,0,2,2,4,2,1,4
73920,0,2,2,2,2,2,4
87437,1,3,1,2,1,1,4
22813,0,5,2,2,2,2,4
31470,0,0,1,0,2,1,2
74848,0,3,2,2,2,2,4
34100,0,5,2,1,2,2,4
95872,0,1,2,4,2,2,4
80058,0,1,2,1,2,2,4
57976,0,3,2,2,2,2,4
23917,1,1,1,1,1,1,4
32495,8,5,1,5,2,1,4
7278,0,1,2,6,2,2,4
73750,4,6,1,3,2,1,4
114248,0,1,1,1,1,2,3
30184,0,5,1,0,2,2,4
19701,0,1,1,0,2,1,3
13721,0,4,2,1,2,2,4
84975,0,1,2,6,2,2,4
107124,0,3,2,3,2,2,4
64628,0,6,1,0,1,1,4
6986,0,5,2,0,2,2,4
108984,3,3,1,2,2,2,4
103568,0,4,2,1,2,2,4
90518,7,3,1,1,2,1,4
14077,0,4,1,2,1,1,4
113415,0,4,2,5,2,2,4
61420,0,0,2,1,2,2,3
105684,0,2,2,1,2,2,4
18732,0,3,2,2,2,2,1
58511,0,6,2,1,2,2,4
21684,0,2,2,0,2,2,4
99669,0,3,0,4,1,2,4
21064,0,2,2,2,2,2,4
8037,0,1,2,3,2,2,4
88303,8,5,1,0,1,1,4
22335,0,3,2,3,2,2,4
60694,0,6,2,4,2,2,3
110538,0,3,2,5,2,2,4
20811,0,5,2,3,2,2,4
48872,1,2,1,3,1,1,4
2907,0,1,2,6,2,2,4
39344,7,4,1,4,1,0,4
37457,0,2,2,5,2,2,3
63635,0,3,2,5,2,2,4
10703,0,3,2,1,2,2,4
86429,0,6,2,2,2,2,3
851,0,4,2,5,1,2,4
76626,7,5,1,1,2,0,4
18661,0,3,2,1,2,2,4
78417,0,4,2,1,2,2,4
93381,2,4,0,2,2,1,4
37001,0,3,2,2,2,2,4
88319,0,0,2,2,2,2,4
40389,0,6,2,1,2,2,4
93202,1,6,0,2,0,0,4
82904,0,3,2,2,2,2,4
111012,4,3,1,2,2,2,4
39492,0,0,2,3,2,2,2
32282,0,4,2,3,2,1,4
76906,0,2,2,1,2,2,4
60671,0,1,2,3,2,2,4
48698,0,1,2,3,2,2,4
32955,0,5,2,5,2,2,4
107722,0,1,2,0,2,2,4
25212,0,4,2,3,2,2,4
88031,6,3,1,0,2,2,4
99128,0,1,1,2,2,2,3
79458,8,3,0,1,2,0,4
26958,0,3,2,3,2,2,4
17228,0,3,1,4,1,2,4
74768,9,3,1,1,2,1,3
20675,8,3,3,6,2,1,4
84143,6,4,1,3,2,1,4
111878,0,6,2,3,2,2,3
53198,0,4,2,3,2,2,2
4941,0,5,1,1,1,1,4
110330,0,6,2,1,2,2,4
65708,0,2,2,3,2,2,4
1310,1,5,0,4,2,1,4
81406,0,4,1,3,1,2,4
35145,0,4,1,5,1,1,4
100418,4,5,1,0,2,2,4
80479,0,6,2,1,2,2,3
81226,5,4,1,1,2,1,3
105001,0,4,2,2,2,2,4
97914,4,6,1,4,1,1,2
81982,0,5,1,4,2,2,4
64964,1,6,1,0,1,0,3
4119,0,0,2,0,2,2,3
33615,1,1,1,5,1,1,4
83933,4,1,1,2,2,2,4
41042,0,2,1,5,2,1,3
103403,0,1,2,5,2,2,4
107382,6,5,1,6,2,2,4
673,0,4,2,4,2,2,4
26518,0,5,2,3,2,2,4
1525,0,4,2,0,2,2,4
110802,8,3,0,1,2,1,2
1225,0,2,2,4,2,2,4
106470,0,4,2,1,2,2,2
83745,0,5,1,2,2,2,4
72103,0,6,2,5,2,2,2
99609,0,4,2,1,2,1,4
80858,8,5,1,5,2,1,3
47684,6,5,1,5,2,2,4
37763,0,2,2,4,2,1,1
77719,0,1,1,2,2,2,4
101133,0,2,2,1,2,2,4
45251,0,6,2,3,2,2,4
59195,0,4,2,1,2,2,4
3675,0,4,2,3,1,2,1
90460,4,4,0,2,2,1,2
52134,0,4,1,1,2,1,4
46625,0,0,2,3,2,2,4
9664,0,4,1,1,2,2,4
68227,0,3,2,1,2,2,4
67922,0,3,2,2,2,2,4
13607,0,6,2,2,1,2,4
115471,9,2,1,1,1,0,4
49200,7,6,1,3,2,0,4
75769,0,0,1,1,2,1,1
91007,4,5,1,1,1,1,4
54248,0,5,2,4,2,2,1
36614,0,6,2,5,1,2,1
70363,0,4,2,1,2,2,2
9423,0,1,1,6,2,2,4
116128,0,2,2,1,2,2,4
106091,0,0,3,4,2,2,4
9567,0,4,1,1,1,1,3
37729,0,6,2,2,2,2,3
68575,0,5,2,3,2,2,4
23207,0,3,2,3,2,2,4
86655,4,3,0,1,2,1,4
65901,0,4,2,2,2,2,3
5428,0,1,2,5,2,2,4
19823,0,5,1,2,2,2,4
6835,0,4,2,1,2,1,3
88860,6,2,1,0,2,2,4
97352,0,5,2,2,2,2,4
11719,0,2,2,2,2,2,4
92204,0,6,2,5,2,2,2
23824,0,1,1,4,2,1,4
54148,6,3,1,0,1,1,3
72358,2,3,1,1,1,1,4
11088,0,6,2,2,2,2,2
22745,0,5,2,0,2,2,3
31986,1,6,1,3,2,1,2
83165,7,3,1,2,2,1,4
75391,7,5,1,1,2,1,4
7078,0,4,2,0,2,2,4
61387,5,6,1,5,2,1,3
55272,0,5,2,2,2,2,3
64629,0,4,1,2,1,1,4
11919,0,3,2,6,2,2,4
9147,0,4,1,1,1,1,4
14854,0,0,2,4,2,2,3
100484,0,5,2,0,2,2,4
23991,0,5,2,3,2,2,4
108048,7,1,1,2,2,1,4
8198,0,5,2,1,2,2,4
46162,7,3,1,1,1,0,4
101586,0,2,2,1,2,2,4
81681,0,6,2,4,2,2,2
62917,0,5,2,1,2,2,4
35868,0,5,2,1,2,2,4
80293,0,2,2,2,2,2,3
29130,1,1,1,4,2,0,3
84803,1,1,0,0,1,1,3
99885,0,6,2,0,2,2,4
99019,0,2,2,1,2,2,4
109536,1,4,1,0,1,0,3
42907,0,5,2,3,2,2,4
76336,0,6,2,3,2,2,1
67164,0,4,2,0,2,2,4
87887,8,1,1,4,1,1,4
93394,0,0,2,0,2,2,4
94527,0,2,2,0,2,2,4
87057,0,4,2,3,2,2,4
35634,0,2,2,2,2,2,4
90596,0,2,2,6,2,2,4
4875,0,4,2,5,2,2,4
49647,0,5,2,5,2,1,4
40455,0,3,2,3,2,2,4
13246,0,1,2,2,2,2,3
93722,8,2,1,3,2,1,4
66484,0,6,2,4,2,2,3
53195,0,4,2,1,2,1,4
26034,0,5,2,3,2,2,4
35527,1,2,1,1,2,1,4
110319,0,5,2,3,2,2,4
104503,0,0,2,1,2,2,4
84821,4,5,1,1,2,1,4
22407,0,4,2,3,2,2,4
58274,0,2,2,5,2,2,4
25302,0,2,1,1,1,2,4
74451,0,4,2,4,2,2,4
77333,0,1,2,6,2,2,4
84325,9,6,1,3,2,1,1
82686,0,2,2,6,2,2,4
37891,0,4,2,5,2,2,4
23602,0,4,2,3,2,2,4
92886,6,4,1,5,2,2,1
40666,0,6,2,3,1,2,4
74929,7,5,1,1,2,1,3
10978,0,2,2,2,2,1,4
66463,0,3,2,1,2,1,4
74065,0,1,2,5,2,2,4
12979,0,4,2,4,1,2,4
61162,0,4,2,4,2,2,3
64859,0,0,2,0,2,2,3
6485,0,4,2,0,2,2,4
108608,8,6,0,4,2,1,4
80081,4,0,1,2,2,1,4
62758,0,3,2,2,2,2,3
29255,5,1,1,5,2,1,2
97521,5,1,1,0,2,2,4
106761,0,3,2,1,2,2,4
109301,4,6,1,2,1,1,1
27484,0,3,2,6,2,2,4
92655,0,3,2,3,2,2,3
59709,4,1,1,1,1,1,4
15166,0,6,2,1,2,2,4
42077,0,3,2,4,2,2,4
47909,0,0,1,2,2,2,4
89010,0,4,2,0,1,1,4
60144,0,3,2,3,2,2,4
92745,4,6,0,2,2,2,3
33160,0,1,2,5,2,2,4
48869,0,6,1,2,2,1,2
104637,0,5,1,4,2,1,4
43190,0,6,2,5,1,2,4
105919,0,4,2,2,2,2,4
39452,3,2,1,5,2,1,4
62994,0,3,2,5,2,2,4
62695,0,6,1,4,1,1,4
19227,0,4,2,2,2,2,4
102427,0,1,2,6,2,2,4
55068,0,0,1,1,2,0,3
53567,0,6,1,1,2,1,4
69992,2,5,0,1,1,0,2
36965,0,2,2,3,2,2,4
25604,0,1,1,4,2,2,4
96678,0,1,1,4,2,2,4
65114,0,4,2,2,2,2,4
25774,0,4,2,4,2,2,4
48306,0,0,2,5,2,2,4
9617,0,3,2,2,2,1,4
52247,0,3,2,4,2,2,4
29865,0,5,2,6,2,2,4
17294,0,3,2,6,2,2,3
110478,0,6,2,5,2,2,2
104689,0,2,2,2,2,2,4
87301,4,1,0,0,2,1,3
33718,3,6,1,3,2,1,4
74590,0,2,1,3,0,1,4
99912,0,3,1,1,2,2,4
49526,0,4,1,1,2,1,4
64237,0,5,0,0,1,0,4
50296,0,2,2,1,2,2,4
110930,0,1,3,5,2,2,3
71695,4,1,0,5,1,1,4
92262,2,5,1,1,2,1,4
96321,0,4,1,0,2,1,4
109475,4,5,1,3,2,2,4
92768,0,1,0,2,2,1,4
48134,7,5,1,5,2,2,4
104827,0,3,2,1,2,2,4
91304,2,4,1,3,2,1,4
17137,0,4,2,3,2,2,4
58413,8,5,0,0,2,1,4
7193,0,2,2,1,2,1,4
9505,2,2,1,4,1,1,4
103694,8,4,1,0,1,1,4
66691,7,5,1,3,1,0,2
27477,0,6,2,5,1,2,4
48382,0,1,1,4,2,1,4
48529,0,0,2,1,2,2,4
82272,0,3,2,6,2,2,4
88601,0,2,1,1,2,1,4
19971,0,1,2,3,2,2,3
74146,0,3,2,2,2,2,4
32871,0,4,1,3,2,1,4
23123,0,6,2,5,2,2,4
83774,0,4,2,4,2,1,4
12739,0,5,2,3,2,2,2
17512,0,4,2,4,1,2,4
18688,0,5,2,3,2,1,4
106166,0,3,2,4,2,2,3
24296,0,2,2,1,2,2,2
31639,7,5,1,0,2,1,3
80496,3,3,1,3,2,2,3
16127,0,0,2,6,2,2,3
22897,0,2,1,1,2,1,4
24683,8,1,1,1,1,1,4
96872,0,1,2,1,1,1,4
111795,6,2,1,1,2,0,4
8990,0,5,2,0,2,2,4
25203,0,5,2,2,2,2,4
103876,0,2,2,3,2,2,4
82339,0,3,2,6,2,2,4
99740,4,2,0,0,2,2,3
51407,0,4,1,2,2,0,4
79388,4,6,1,0,1,0,3
21883,9,5,1,3,2,1,4
38424,4,0,1,0,2,1,3
25240,0,6,2,0,2,1,2
62415,0,5,2,5,2,2,3
7915,0,3,2,2,2,2,4
27653,0,4,2,3,2,2,4
106359,0,1,2,5,2,2,4
35048,0,3,2,2,2,2,4
74028,0,6,2,4,2,2,4
62327,0,6,2,2,2,1,4
55404,0,5,2,5,2,2,4
28079,0,5,2,5,2,2,4
47802,0,1,2,2,2,2,4
25086,0,4,2,3,2,2,4
81570,0,3,2,3,2,2,4
20243,0,4,1,5,2,2,4
11794,0,2,2,2,2,1,4
93716,0,6,1,2,2,1,2
101008,0,6,2,0,2,2,4
96085,0,5,2,0,2,2,1
87999,0,6,2,2,2,2,4
103583,0,1,3,1,2,2,3
94654,0,3,0,1,2,0,4
21074,0,2,2,2,2,2,1
32343,0,0,2,5,2,2,4
102728,4,1,0,1,1,1,4
73979,0,5,2,4,2,2,4
89788,8,6,0,1,2,1,4
115499,0,0,2,3,2,2,1
95775,0,4,1,2,2,2,4
34420,0,3,2,3,2,2,3
36447,0,4,1,1,2,2,3
61327,0,2,2,3,2,2,4
111454,0,3,2,1,2,2,4
95591,0,6,1,4,1,0,3
50684,0,3,1,1,2,2,4
58436,2,6,1,2,1,1,4
33971,8,5,0,1,2,1,4
29203,0,3,2,4,2,2,4
60974,0,6,2,2,2,2,4
4803,0,6,1,3,1,2,3
116003,4,2,1,3,2,2,4
18340,0,5,2,2,2,2,4
115781,0,3,2,5,2,2,4
114043,1,6,1,6,1,1,4
55949,0,4,1,2,2,2,4
91048,4,5,0,2,1,1,3
29799,0,5,1,0,2,2,4
111548,0,3,2,2,2,2,4
67355,8,5,0,3,1,0,4
66837,0,6,2,4,1,2,4
75249,8,0,1,0,2,0,4
16459,8,3,1,3,1,0,4
28983,8,5,0,3,2,1,4
100164,0,4,1,1,2,2,4
79727,0,2,1,5,2,2,4
108870,0,2,0,0,0,1,4
89781,0,4,1,3,2,1,4
36522,0,6,2,2,2,2,3
13291,0,3,1,5,1,2,3
80430,2,6,1,0,1,0,3
24004,0,5,2,2,2,2,4
34254,0,3,1,3,1,1,4
19284,0,2,2,3,2,2,4
87398,0,4,1,2,2,2,4
33307,0,3,2,1,1,1,4
22182,0,4,1,0,1,1,4
9872,0,4,1,1,2,2,4
23814,0,2,2,0,2,2,4
31173,0,4,2,6,2,2,4
58866,0,4,2,2,2,2,4
7315,0,2,2,1,2,1,2
44135,0,3,2,5,2,2,3
82728,1,5,1,3,2,1,3
28921,0,3,1,2,1,1,2
90708,7,5,1,1,2,2,4
4405,0,1,2,1,2,2,3
38914,0,4,1,2,2,0,4
19768,0,6,2,4,2,2,3
54529,8,5,3,3,2,1,4
11053,0,5,2,1,2,2,4
94135,0,4,2,3,2,2,3
11442,0,4,1,0,2,1,4
40084,0,3,2,5,2,2,4
